parameter_id,leaf_path,scope,default_value,data_type,range_enum_or_formula,effect_step_category,permission,implementation_status,consumer_unit_ids,authoritative_source,notes
GP-013,global_parameters.GP-013.gang_outside_cap,match_global,true,boolean,"整数结构体；单番值0—64；基础分1—1,000,000；封顶番0—64，0表示不按番封顶；单次结算绝对值不得超过1,000,000,000；封顶外杠分开关为布尔值。",番型识别与结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-014,global_parameters.GP-014.mode,match_global,"""add_base""",string,"枚举和整数；自摸模式为`add_base`、`add_fan`、`fixed_bonus`或`none`；附加番0—16；固定奖励0—1,000,000；支付范围为`all_active_opponents`或平台指定集合。",胡牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-014,global_parameters.GP-014.bonus_fan,match_global,0,integer,"枚举和整数；自摸模式为`add_base`、`add_fan`、`fixed_bonus`或`none`；附加番0—16；固定奖励0—1,000,000；支付范围为`all_active_opponents`或平台指定集合。",胡牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-014,global_parameters.GP-014.fixed_bonus,match_global,1,integer,"枚举和整数；自摸模式为`add_base`、`add_fan`、`fixed_bonus`或`none`；附加番0—16；固定奖励0—1,000,000；支付范围为`all_active_opponents`或平台指定集合。",胡牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-014,global_parameters.GP-014.payers,match_global,"""all_active_opponents""",string,"枚举和整数；自摸模式为`add_base`、`add_fan`、`fixed_bonus`或`none`；附加番0—16；固定奖励0—1,000,000；支付范围为`all_active_opponents`或平台指定集合。",胡牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-015,global_parameters.GP-015.ming_gang_score,match_global,1,integer,"整数和枚举；明杠、暗杠、补杠单位分各为0—1,000,000；支付方式为`discarder_only`、`all_active_opponents`或`custom`；结算时点为`immediate`或`round_end`。",杠牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-015,global_parameters.GP-015.an_gang_score,match_global,2,integer,"整数和枚举；明杠、暗杠、补杠单位分各为0—1,000,000；支付方式为`discarder_only`、`all_active_opponents`或`custom`；结算时点为`immediate`或`round_end`。",杠牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-015,global_parameters.GP-015.bu_gang_score,match_global,1,integer,"整数和枚举；明杠、暗杠、补杠单位分各为0—1,000,000；支付方式为`discarder_only`、`all_active_opponents`或`custom`；结算时点为`immediate`或`round_end`。",杠牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-015,global_parameters.GP-015.payment,match_global,"""all_active_opponents""",string,"整数和枚举；明杠、暗杠、补杠单位分各为0—1,000,000；支付方式为`discarder_only`、`all_active_opponents`或`custom`；结算时点为`immediate`或`round_end`。",杠牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-015,global_parameters.GP-015.settlement,match_global,"""immediate""",string,"整数和枚举；明杠、暗杠、补杠单位分各为0—1,000,000；支付方式为`discarder_only`、`all_active_opponents`或`custom`；结算时点为`immediate`或`round_end`。",杠牌计分,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-016,global_parameters.GP-016.enabled,match_global,true,boolean,布尔和枚举；`enabled`为布尔值；转移范围为`latest_gang_only`、`all_related_gang_score`或`custom`；一炮多响方式为`copy_to_each_winner`、`split`或`custom`。,呼叫转移结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-016,global_parameters.GP-016.scope,match_global,"""latest_gang_only""",string,布尔和枚举；`enabled`为布尔值；转移范围为`latest_gang_only`、`all_related_gang_score`或`custom`；一炮多响方式为`copy_to_each_winner`、`split`或`custom`。,呼叫转移结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-016,global_parameters.GP-016.multi_hu_mode,match_global,"""copy_to_each_winner""",string,布尔和枚举；`enabled`为布尔值；转移范围为`latest_gang_only`、`all_related_gang_score`或`custom`；一炮多响方式为`copy_to_each_winner`、`split`或`custom`。,呼叫转移结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-017,global_parameters.GP-017.enabled,match_global,true,boolean,"布尔和整数；`enabled`为布尔值；花猪赔付番0—64或固定分0—1,000,000；支付对象为`all_non_hu_non_huazhu`、`all_eligible`或`custom`。",终局花猪结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-017,global_parameters.GP-017.penalty_fan,match_global,0,integer,"布尔和整数；`enabled`为布尔值；花猪赔付番0—64或固定分0—1,000,000；支付对象为`all_non_hu_non_huazhu`、`all_eligible`或`custom`。",终局花猪结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-017,global_parameters.GP-017.fixed_score,match_global,16,integer,"布尔和整数；`enabled`为布尔值；花猪赔付番0—64或固定分0—1,000,000；支付对象为`all_non_hu_non_huazhu`、`all_eligible`或`custom`。",终局花猪结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-017,global_parameters.GP-017.payees,match_global,"""all_non_hu_non_huazhu""",string,"布尔和整数；`enabled`为布尔值；花猪赔付番0—64或固定分0—1,000,000；支付对象为`all_non_hu_non_huazhu`、`all_eligible`或`custom`。",终局花猪结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-018,global_parameters.GP-018.enabled,match_global,true,boolean,布尔和枚举；`enabled`为布尔值；死叫处理为`valid`或`invalid`；估值方式为`actual_live_wait`、`maximum_possible_fan`或`custom`；赔付上限服从[GP-013](#gp-013)。,终局查大叫,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-018,global_parameters.GP-018.dead_wait,match_global,"""invalid""",string,布尔和枚举；`enabled`为布尔值；死叫处理为`valid`或`invalid`；估值方式为`actual_live_wait`、`maximum_possible_fan`或`custom`；赔付上限服从[GP-013](#gp-013)。,终局查大叫,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-018,global_parameters.GP-018.valuation,match_global,"""maximum_possible_fan""",string,布尔和枚举；`enabled`为布尔值；死叫处理为`valid`或`invalid`；估值方式为`actual_live_wait`、`maximum_possible_fan`或`custom`；赔付上限服从[GP-013](#gp-013)。,终局查大叫,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-019,global_parameters.GP-019.enabled,match_global,true,boolean,布尔和枚举；`enabled`为布尔值；退回范围为`all_gang_income`、`untransferred_gang_income`、`selected_events`或`custom`；退回额不能超过对应已入账额。,终局退税,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-019,global_parameters.GP-019.scope,match_global,"""untransferred_gang_income""",string,布尔和枚举；`enabled`为布尔值；退回范围为`all_gang_income`、`untransferred_gang_income`、`selected_events`或`custom`；退回额不能超过对应已入账额。,终局退税,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-020,global_parameters.GP-020.dealer_mode,match_global,"""rotate""",string,"枚举和整数；定庄方式为`dice`、`rotate`、`winner`或`custom`；庄家加番0—16；庄家固定加分0—1,000,000；连庄次数0—10000，0表示不连庄。",庄家与座位管理,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-020,global_parameters.GP-020.dealer_bonus_fan,match_global,0,integer,"枚举和整数；定庄方式为`dice`、`rotate`、`winner`或`custom`；庄家加番0—16；庄家固定加分0—1,000,000；连庄次数0—10000，0表示不连庄。",庄家与座位管理,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-020,global_parameters.GP-020.dealer_fixed_bonus,match_global,0,integer,"枚举和整数；定庄方式为`dice`、`rotate`、`winner`或`custom`；庄家加番0—16；庄家固定加分0—1,000,000；连庄次数0—10000，0表示不连庄。",庄家与座位管理,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-020,global_parameters.GP-020.continuations,match_global,0,integer,"枚举和整数；定庄方式为`dice`、`rotate`、`winner`或`custom`；庄家加番0—16；庄家固定加分0—1,000,000；连庄次数0—10000，0表示不连庄。",庄家与座位管理,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-021,global_parameters.GP-021.wall_remaining,match_global,"""public_exact""",string,可见性开关集合；每个信息项取`hidden`、`public_exact`或`public_partial`；AI可见级别不得高于人类界面；部分可见项必须定义公开粒度。,PlayerView构建与信息隔离,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|ALGO-010|AUDIT-001|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|HEUR-019|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-015|RULE-016|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-005|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
