unit_id,unit_name,category,task17_status,primary_completion_path,gap_spec,gap_code,gap_direct_test,gap_branch_test,gap_integration,gap_runtime,gap_trace,gap_boundary,gap_reproducibility,gap_model_data,gap_performance,gap_atomicity,code_refs,test_refs,runtime_refs,rule_refs,spec_refs,dependencies,estimated_complexity,recommended_batch,recommended_action,audit_exit_criteria,notes
ALGO-005,逐座剩余摸牌机会估计,ALGO,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,false,true,false,true,false,engine/blood_battle.py::active_seats|engine/blood_battle.py::apply_action|engine/blood_battle.py::next_active|engine/orchestrator.py::PlayerGameRunner|engine/orchestrator.py::run|engine/session.py::GameSession|engine/session.py::apply|engine/session.py::play_random_game|players/analysis/danger.py::danger_map_for_tiles|players/analysis/danger.py::rate_discard_danger|players/analysis/opponent_model.py::estimate_opponents|players/humanlike/belief.py::PublicBelief|players/humanlike/belief.py::build_public_belief|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::apply_event|players/humanlike/runtime.py::create_round|players/humanlike/view.py::DecisionContext|players/humanlike/view.py::build_decision_context|protocols/player_view_builder.py::PlayerViewBuilder|protocols/player_view_builder.py::build|protocols/player_view_builder.py::build_legacy_dict|protocols/player_view_v2.py::PlayerViewV2|protocols/player_view_v2.py::freeze_mapping|protocols/player_view_v2.py::thaw|training/observations_v2.py::encode_observation_v2|training/observations_v2.py::flatten_observation_v2,tests/humanlike_v2/test_deterministic_policy.py::test_context_rejects_wrong_view_version_and_seat|tests/humanlike_v2/test_deterministic_policy.py::test_evaluation_is_repeatable_and_rng_free|tests/humanlike_v2/test_deterministic_policy.py::test_public_belief_uses_only_visible_counts|tests/humanlike_v2/test_humanlike_player_integration.py::test_humanlike_self_play_has_no_policy_crash_or_full_state_channel|tests/humanlike_v2/test_humanlike_player_integration.py::test_same_game_produces_same_decision_histories|tests/humanlike_v2/test_player_view_v2.py::test_gp021_all_visibility_fields_have_hidden_partial_exact_contracts|tests/humanlike_v2/test_player_view_v2.py::test_gp021_wall_and_concealed_gang_visibility_modes|tests/humanlike_v2/test_player_view_v2.py::test_v2_whitelist_hides_opponents_wall_and_sentinel|tests/humanlike_v2/test_runtime.py::test_event_decision_and_finalize_lifecycle|tests/humanlike_v2/test_runtime.py::test_unknown_rp_and_invalid_transition_fail|tests/humanlike_v2/test_training_contract_v2.py::test_v2_observation_shapes_and_no_hidden_fields|tests/test_blood_battle.py::test_b02_discard_pass_cycle|tests/test_blood_battle.py::test_b10_random_games_terminate|tests/test_blood_battle.py::test_b11_more_random|tests/test_blood_battle.py::test_blood_battle_continues_after_first_hu|tests/test_blood_battle.py::test_force_complete_response_unblocks|tests/test_blood_battle.py::test_illegal_action|tests/test_discard_recommend.py::test_strategy_ranks_include_ukeire_tiles|tests/test_f0011_integrated.py::test_build_f0010_context_and_rank|tests/test_f0011_integrated.py::test_fan_proxy_and_baseline_compat,,AU-023 人类化决策规则：第 7—14 章 / 7.15 活牌与摸牌机会；AU-030 人类化决策规则：第 7—14 章 / 8.9 剩余机会；AU-053 程序实现规范：第 0—10 章 / 2. IR-001～018；AU-076 程序实现规范：第 0—10 章 / 10.6–10.9 注意/记忆/摸牌/Q,03-unit-specs/deterministic_algorithm_scoring_specs.md,RULE-005|STATE-011,HIGH,B2-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,规范要求逐座剩余摸牌机会与轮转重算，旧逻辑未形成独立算法；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
ALGO-006,mandatory 分类、候选上限与稳定排序,ALGO,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,false,true,false,true,false,engine/legal.py::action_in_legal|engine/legal.py::legal_actions|engine/legal.py::legal_discards|engine/orchestrator.py::PlayerGameRunner|engine/orchestrator.py::_play_seat_action|engine/orchestrator.py::run|players/humanlike/candidates.py::CandidateSet|players/humanlike/candidates.py::build_candidates|players/humanlike/candidates.py::stable_action_key|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/policy.py::CognitiveDecision|players/humanlike/policy.py::select_cognitively|players/humanlike/view.py::DecisionContext|players/humanlike/view.py::build_decision_context|protocols/player_view_builder.py::PlayerViewBuilder|protocols/player_view_builder.py::build|protocols/player_view_builder.py::build_legacy_dict|protocols/player_view_v2.py::PlayerViewV2|protocols/player_view_v2.py::freeze_mapping|protocols/player_view_v2.py::thaw,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_clear_score_gap_disables_noise_and_think_time_is_bounded|tests/humanlike_v2/test_cognition.py::test_mandatory_action_never_consumes_rng|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_deterministic_policy.py::test_context_rejects_wrong_view_version_and_seat|tests/humanlike_v2/test_deterministic_policy.py::test_evaluation_is_repeatable_and_rng_free|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_mandatory_hu_survives_candidate_cap|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_deterministic_policy.py::test_stable_action_key_is_explicit|tests/humanlike_v2/test_humanlike_player_integration.py::test_humanlike_self_play_has_no_policy_crash_or_full_state_channel|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults|tests/humanlike_v2/test_humanlike_player_integration.py::test_same_game_produces_same_decision_histories|tests/humanlike_v2/test_player_view_v2.py::test_gp021_all_visibility_fields_have_hidden_partial_exact_contracts|tests/humanlike_v2/test_player_view_v2.py::test_gp021_wall_and_concealed_gang_visibility_modes|tests/humanlike_v2/test_player_view_v2.py::test_v2_whitelist_hides_opponents_wall_and_sentinel|tests/test_analysis.py::test_an03_strategy_best_min_shanten|tests/test_session_scores.py::test_second_hand_starts_from_previous_totals|tests/test_session_scores.py::test_starting_scores_applied_at_run_start,,AU-001 人类化决策规则：第 0—6 章 / 0. 范围与合法性优先；AU-035 人类化决策规则：第 7—14 章 / 9.5 摸牌后判断；AU-053 程序实现规范：第 0—10 章 / 2. IR-001～018；AU-059 程序实现规范：第 0—10 章 / 3.5 Human-like Policy；AU-073 程序实现规范：第 0—10 章 / 9. AI 决策管线,03-unit-specs/deterministic_algorithm_scoring_specs.md,RULE-001|STATE-009,MEDIUM,B2-A2,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
ALGO-007,六分量候选 Q 评价,ALGO,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,false,true,false,true,false,engine/legal.py::action_in_legal|engine/legal.py::legal_actions|engine/legal.py::legal_discards|players/humanlike/candidates.py::CandidateSet|players/humanlike/candidates.py::build_candidates|players/humanlike/candidates.py::stable_action_key|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/policy.py::CognitiveDecision|players/humanlike/policy.py::select_cognitively|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::apply_event|players/humanlike/runtime.py::create_round|protocols/player_view_builder.py::PlayerViewBuilder|protocols/player_view_builder.py::build|training/observations_v2.py::encode_observation_v2|training/observations_v2.py::flatten_observation_v2,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_clear_score_gap_disables_noise_and_think_time_is_bounded|tests/humanlike_v2/test_cognition.py::test_mandatory_action_never_consumes_rng|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_deterministic_policy.py::test_evaluation_is_repeatable_and_rng_free|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_mandatory_hu_survives_candidate_cap|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_deterministic_policy.py::test_stable_action_key_is_explicit|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults|tests/humanlike_v2/test_player_view_v2.py::test_gp021_all_visibility_fields_have_hidden_partial_exact_contracts|tests/humanlike_v2/test_player_view_v2.py::test_gp021_wall_and_concealed_gang_visibility_modes|tests/humanlike_v2/test_player_view_v2.py::test_v2_whitelist_hides_opponents_wall_and_sentinel|tests/humanlike_v2/test_runtime.py::test_event_decision_and_finalize_lifecycle|tests/humanlike_v2/test_runtime.py::test_unknown_rp_and_invalid_transition_fail|tests/humanlike_v2/test_training_contract_v2.py::test_v2_observation_shapes_and_no_hidden_fields|tests/test_analysis.py::test_an03_strategy_best_min_shanten,,AU-049 人类化决策规则：第 15—18 章与参数 / 18. Q 评价；AU-059 程序实现规范：第 0—10 章 / 3.5 Human-like Policy；AU-073 程序实现规范：第 0—10 章 / 9. AI 决策管线；AU-076 程序实现规范：第 0—10 章 / 10.6–10.9 注意/记忆/摸牌/Q,03-unit-specs/deterministic_algorithm_scoring_specs.md,ALGO-002|ALGO-003|ALGO-005|STATE-010,HIGH,B2-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,规范冻结六分量Q及公式等级，旧评价器权重/中间量不等价；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
ALGO-008,seed、噪声、思考时间与随机流确定派生,ALGO,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,true,engine/legal.py::action_in_legal|engine/legal.py::legal_actions|engine/legal.py::legal_discards|engine/session.py::GameSession|engine/session.py::apply|engine/session.py::play_random_game|players/base_player.py::BasePlayer|players/base_player.py::observe|players/humanlike/candidates.py::CandidateSet|players/humanlike/candidates.py::build_candidates|players/humanlike/candidates.py::stable_action_key|players/humanlike/runtime.py::RoundRuntime|players/humanlike/runtime.py::apply_event|players/humanlike/runtime.py::create_round|protocols/player_view_builder.py::PlayerViewBuilder|protocols/player_view_builder.py::build,tests/humanlike_v2/test_deterministic_policy.py::test_evaluation_is_repeatable_and_rng_free|tests/humanlike_v2/test_deterministic_policy.py::test_mandatory_hu_survives_candidate_cap|tests/humanlike_v2/test_deterministic_policy.py::test_stable_action_key_is_explicit|tests/humanlike_v2/test_player_view_v2.py::test_gp021_all_visibility_fields_have_hidden_partial_exact_contracts|tests/humanlike_v2/test_player_view_v2.py::test_gp021_wall_and_concealed_gang_visibility_modes|tests/humanlike_v2/test_player_view_v2.py::test_v2_whitelist_hides_opponents_wall_and_sentinel|tests/humanlike_v2/test_runtime.py::test_event_decision_and_finalize_lifecycle|tests/humanlike_v2/test_runtime.py::test_unknown_rp_and_invalid_transition_fail|tests/test_analysis.py::test_an03_strategy_best_min_shanten|tests/test_blood_battle.py::test_b10_random_games_terminate|tests/test_blood_battle.py::test_b11_more_random|tests/test_blood_battle.py::test_session_wrapper,,AU-042 人类化决策规则：第 7—14 章 / 14. 有限认知；AU-073 程序实现规范：第 0—10 章 / 9. AI 决策管线；AU-084 程序实现规范：第 11—19 章 / 12.3 确定性回放,03-unit-specs/deterministic_algorithm_scoring_specs.md,ALGO-011|STATE-009,HIGH,B2-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,规范要求命名随机域、噪声和思考时间统一派生，旧RNG入口分散；缺少锁定单元的直接测试及四类验收证据；随机流派生、噪声与思考时间应共享种子契约但分离算法职责；Task17状态保持不变；本表是计划分型，不是新验收
ALGO-009,配置类型/范围/版本校验、迁移与 canonical hash,ALGO,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/persistence.py::load_game|engine/persistence.py::save_game|players/humanlike/cognition.py::CognitiveState|players/humanlike/cognition.py::begin_new_round|players/humanlike/config.py::HumanlikeConfig|players/humanlike/config.py::_validate_global_parameters|players/humanlike/config.py::load_config|players/humanlike/traceability.py::ParameterTrace|players/humanlike/traceability.py::_gp_consumer|players/humanlike/traceability.py::_rp_consumer,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_round_reset_keeps_only_bounded_public_impressions|tests/humanlike_v2/test_config.py::test_default_has_all_gp_profiles_and_stable_hash|tests/humanlike_v2/test_config.py::test_hash_ignores_json_format_and_key_order|tests/humanlike_v2/test_config.py::test_invalid_range_fails|tests/humanlike_v2/test_config.py::test_missing_gp_fails|tests/humanlike_v2/test_config.py::test_missing_player_cognitive_gp_fails|tests/humanlike_v2/test_config.py::test_non_normalized_weights_fail|tests/humanlike_v2/test_config.py::test_player_cognitive_parameters_are_independent|tests/humanlike_v2/test_config.py::test_unknown_version_fails,,AU-004 人类化决策规则：第 0—6 章 / 2. 学习规则；AU-045 人类化决策规则：第 15—18 章与参数 / 17. GP 注册；AU-048 人类化决策规则：第 15—18 章与参数 / 18. 数值校验；AU-051 程序实现规范：第 0—10 章 / 0–1. 版本与源绑定；AU-069 程序实现规范：第 0—10 章 / 5. 配置模型；AU-095 程序实现规范：第 11—19 章 / 18. 版本/兼容,03-unit-specs/deterministic_algorithm_scoring_specs.md,STATE-010,HIGH,B1-A,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,规范要求60参数类型/范围/迁移/canonical hash统一门禁，旧配置只覆盖子集；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
ALGO-011,game_id 到牌墙、骰子及子随机流的确定映射,ALGO,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/game_id.py::master_seed_from_game_id|engine/game_id.py::derive_seeds,tests/test_game_id_repro.py::test_t03_same_game_id_same_seeds|tests/test_game_id_repro.py::test_t04_different_game_id_different_master|tests/test_game_id_repro.py::test_t06_deal_reproducible|tests/test_game_id_repro.py::test_t11_exchange_seed_derived_and_distinct,,实现规范 §12.3；规则文档 §14.10–14.11,03-unit-specs/deterministic_algorithm_scoring_specs.md,STATE-010,HIGH,B1-A,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,规范要求game_id派生全部命名子流，旧实现仅固定少量seed；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
HEUR-001,换三张候选评价,HEUR,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/exchange.py::resolve_exchange_tiles|engine/exchange.py::validate_exchange_tiles|engine/shanten.py::shanten|engine/win_check.py::WinCheckResult|engine/win_check.py::WinForm|players/humanlike/hand_analyzer.py::HandFeatures|players/humanlike/hand_analyzer.py::analyze_action|players/humanlike/hand_analyzer.py::visible_hand,tests/test_shanten.py::test_s01_tenpai_shanten_0|tests/test_shanten.py::test_s02_winning_standard_shanten_neg1|tests/test_shanten.py::test_s03_seven_pairs_tenpai|tests/test_shanten.py::test_s04_dingque_raises_shanten|tests/test_win_fan.py::test_w01_standard_win|tests/test_win_fan.py::test_w02_seven_pairs,,AU-011 人类化决策规则：第 0—6 章 / 5. 换牌策略,03-unit-specs/human_heuristic_specs.md,RULE-002|ALGO-002|ALGO-003,MEDIUM,B3-A,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
HEUR-002,定缺花色评价,HEUR,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/opening.py::begin_opening|engine/opening.py::submit_exchange|engine/shanten.py::shanten|engine/win_check.py::WinCheckResult|engine/win_check.py::WinForm|players/humanlike/hand_analyzer.py::HandFeatures|players/humanlike/hand_analyzer.py::analyze_action|players/humanlike/hand_analyzer.py::visible_hand,tests/test_exchange_dingque.py::test_human_face_exchange_resolves_to_physical_tiles|tests/test_exchange_dingque.py::test_t03_full_exchange_to_dingque|tests/test_exchange_dingque.py::test_t04_multiset_transfer|tests/test_exchange_dingque.py::test_t05_illegal_exchange|tests/test_exchange_dingque.py::test_t06_overwrite_pending|tests/test_exchange_dingque.py::test_t07_fixed_clockwise|tests/test_exchange_dingque.py::test_t09_dingque_overwrite|tests/test_exchange_dingque.py::test_wrong_phase_ops,,AU-012 人类化决策规则：第 0—6 章 / 6. 定缺选择,03-unit-specs/human_heuristic_specs.md,RULE-003|ALGO-002,MEDIUM,B3-A,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
HEUR-003,动态风格调节,HEUR,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,players/humanlike/cognition.py::CognitiveState|players/humanlike/cognition.py::begin_new_round|players/humanlike/config.py::HumanlikeConfig|players/humanlike/config.py::_validate_global_parameters|players/humanlike/config.py::load_config|players/humanlike/traceability.py::ParameterTrace|players/humanlike/traceability.py::_gp_consumer|players/humanlike/traceability.py::_rp_consumer,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_round_reset_keeps_only_bounded_public_impressions|tests/humanlike_v2/test_config.py::test_default_has_all_gp_profiles_and_stable_hash|tests/humanlike_v2/test_config.py::test_hash_ignores_json_format_and_key_order|tests/humanlike_v2/test_config.py::test_invalid_range_fails|tests/humanlike_v2/test_config.py::test_missing_gp_fails|tests/humanlike_v2/test_config.py::test_non_normalized_weights_fail|tests/humanlike_v2/test_config.py::test_unknown_version_fails,,AU-004 人类化决策规则：第 0—6 章 / 2. 学习规则；AU-005 人类化决策规则：第 0—6 章 / 2. 风格动态变化；AU-020 人类化决策规则：第 7—14 章 / 7.11 玩家风格/水平,03-unit-specs/human_heuristic_specs.md,STATE-001|STATE-010|HEUR-022,MEDIUM,B3-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
HEUR-004,初始做牌方向形成,HEUR,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/shanten.py::shanten|players/humanlike/cognition.py::CognitiveState|players/humanlike/cognition.py::begin_new_round|players/humanlike/cognition.py::update_memory|players/humanlike/hand_analyzer.py::analyze_action|players/humanlike/hand_analyzer.py::visible_hand|players/humanlike/plan.py::PlanSnapshot|players/humanlike/plan.py::choose_plan|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/policy.py::CognitiveDecision|players/humanlike/policy.py::select_cognitively,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_clear_score_gap_disables_noise_and_think_time_is_bounded|tests/humanlike_v2/test_cognition.py::test_mandatory_action_never_consumes_rng|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_cognition.py::test_round_reset_keeps_only_bounded_public_impressions|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults|tests/test_shanten.py::test_s01_tenpai_shanten_0|tests/test_shanten.py::test_s02_winning_standard_shanten_neg1|tests/test_shanten.py::test_s03_seven_pairs_tenpai|tests/test_shanten.py::test_s04_dingque_raises_shanten,,AU-008 人类化决策规则：第 0—6 章 / 4. 初始手牌整理；AU-014 人类化决策规则：第 7—14 章 / 7.1 做牌方向；AU-059 程序实现规范：第 0—10 章 / 3.5 Human-like Policy,03-unit-specs/human_heuristic_specs.md,ALGO-002|HEUR-022,MEDIUM,B3-A,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
HEUR-005,主备计划生命周期,HEUR,PARTIAL,PATH-SEMANTIC-COMPLETION,false,true,true,true,true,true,true,true,true,false,true,false,engine/orchestrator.py::PlayerGameRunner|engine/orchestrator.py::_play_seat_action|engine/orchestrator.py::run|players/analysis/danger.py::danger_map_for_tiles|players/analysis/danger.py::rate_discard_danger|players/analysis/opponent_model.py::estimate_opponents|players/humanlike/belief.py::PublicBelief|players/humanlike/belief.py::build_public_belief|players/humanlike/cognition.py::CognitiveState|players/humanlike/cognition.py::begin_new_round|players/humanlike/cognition.py::update_memory|players/humanlike/hand_analyzer.py::HandFeatures|players/humanlike/hand_analyzer.py::analyze_action|players/humanlike/hand_analyzer.py::visible_hand|players/humanlike/plan.py::PlanSnapshot|players/humanlike/plan.py::choose_plan|players/humanlike/player.py::HumanlikeV2Player|players/humanlike/player.py::decide|players/humanlike/player.py::observe|players/humanlike/policy.py::CognitiveDecision|players/humanlike/policy.py::select_cognitively,tests/humanlike_v2/test_cognition.py::test_bounded_noise_is_reproducible_and_stays_in_near_pool|tests/humanlike_v2/test_cognition.py::test_clear_score_gap_disables_noise_and_think_time_is_bounded|tests/humanlike_v2/test_cognition.py::test_mandatory_action_never_consumes_rng|tests/humanlike_v2/test_cognition.py::test_player_emits_trace_v2_and_cognitive_rp_slots|tests/humanlike_v2/test_cognition.py::test_round_reset_keeps_only_bounded_public_impressions|tests/humanlike_v2/test_deterministic_policy.py::test_evaluation_is_repeatable_and_rng_free|tests/humanlike_v2/test_deterministic_policy.py::test_hidden_opponent_hands_cannot_change_decision|tests/humanlike_v2/test_deterministic_policy.py::test_player_dingque_and_trace_are_deterministic|tests/humanlike_v2/test_deterministic_policy.py::test_public_belief_uses_only_visible_counts|tests/humanlike_v2/test_humanlike_player_integration.py::test_humanlike_self_play_has_no_policy_crash_or_full_state_channel|tests/humanlike_v2/test_humanlike_player_integration.py::test_registry_exposes_humanlike_without_changing_old_defaults|tests/humanlike_v2/test_humanlike_player_integration.py::test_same_game_produces_same_decision_histories|tests/test_discard_recommend.py::test_strategy_ranks_include_ukeire_tiles|tests/test_f0011_integrated.py::test_build_f0010_context_and_rank|tests/test_f0011_integrated.py::test_fan_proxy_and_baseline_compat|tests/test_session_scores.py::test_second_hand_starts_from_previous_totals|tests/test_session_scores.py::test_starting_scores_applied_at_run_start,,AU-009 人类化决策规则：第 0—6 章 / 4. 初步计划可修正；AU-014 人类化决策规则：第 7—14 章 / 7.1 做牌方向；AU-017 人类化决策规则：第 7—14 章 / 7.4–7.8 动态调整；AU-025 人类化决策规则：第 7—14 章 / 7.17 主/备计划；AU-035 人类化决策规则：第 7—14 章 / 9.5 摸牌后判断；AU-059 程序实现规范：第 0—10 章 / 3.5 Human-like Policy,03-unit-specs/human_heuristic_specs.md,HEUR-004|STATE-006,MEDIUM,B3-B,对照Locked规格逐字段核验候选实现，补齐缺失语义并建立直接、分支、集成、回放与性能证据,同一版本scope内：Locked规格无歧义；非占位生产实现覆盖主要语义并接入正确调用链；直接/分支/边界测试通过；运行证据含unit_id、scenario/game_id、输入摘要、参数版本、seed、中间结果、输出、调用位置和测试/回放引用；追踪闭环；性能达规格；AC-01～AC-14适用项全Passed且独立审计通过,存在复合旧实现候选，但未隔离为v3单元，schema/错误/参数/状态/审计绑定及生产trace未按锁定规格核验；缺少锁定单元的直接测试及四类验收证据；Task17状态保持不变；本表是计划分型，不是新验收
