unit_id,ac_id,check,semantic_delta_ids,test_delta_ids,evidence_delta_ids,objective_test_oracle,evidence_source,gate_status,blocking_reason
ALGO-009,AC-ALGO-009-02,非占位生产实现,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,"给定current配置输出FrozenConfig及SHA-256（32字节，序列化为64个小写十六进制字符）；NaN输入result=null,error_code=NON_FINITE",planned current-run artifact,PLANNED,等待canonical profile及合同v2门禁批准后实现/执行
ALGO-009,AC-ALGO-009-03,稳定代码入口,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,validate_and_freeze(raw)依次产生migration_steps/defaults/canonical_hash；未知字段=PARAM_UNKNOWN,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-04,生产调用方,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,settings_service.validate_raw/save_raw的E4 call_site调用统一ALGO-009入口且active hash等于返回hash,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-05,参数/版本绑定,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,输出formula_version/baseline_version/schema_before_after/config_hash；未知组合=SCHEMA_VERSION_UNSUPPORTED,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-06,原子状态或纯函数,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,解析、每条迁移、default、交叉约束和hash阶段逐点失败时文件bytes及active config hash均不变,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-07,直接测试,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,直接测试断言解析→版本→迁移→默认→类型范围→交叉→未知→hash的阶段序列和最终bytes,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-08,边界/异常测试,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,missing/null/false/0/empty、NaN/Inf、NFC/NFD、非BMP、2^53±1、-0、指数及未知/废弃键均有golden,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-09,生产集成测试,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,真实settings保存后重新load所得normalized config和hash相等；失败时按批准fallback语义保留或拒绝,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-10,E4运行证据,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,真实settings链E4记录source_hash、schema_before_after、migration_steps、defaults、errors和canonical_hash,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-11,全链追溯,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,每个SEM-ALGO-009行映射到validation/migration/canonical符号、字节golden、E4 artifact及SHA-256,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-12,性能,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,1MB输入从parse到freeze在规定环境单次≤50ms，并报告样本数、预热、P50/P95/P99及最大值,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-13,信息隔离,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,配置原文/私有参数不进入策略或普通日志；策略只取得批准字段与config_hash，投毒不改变公开投影,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-009,AC-ALGO-009-14,确定性/复现,SEM-ALGO-009-01|SEM-ALGO-009-02|SEM-ALGO-009-03|SEM-ALGO-009-04|SEM-ALGO-009-05|SEM-ALGO-009-06|SEM-ALGO-009-07|SEM-ALGO-009-08,TEST-ALGO-009-01|TEST-ALGO-009-02|TEST-ALGO-009-03|TEST-ALGO-009-04,EVIDENCE-ALGO-009-01|EVIDENCE-ALGO-009-02,键序/空白不同但语义等价输入100次和跨进程canonical bytes/hash完全相同；迁移二次执行字节不变,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-01,Locked规格/决策完整,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,RNG版本选择与逻辑坐标两项决策Approved，明确旧缺版本、新录制、新回放和重试规则,docs/spec-v3/decisions/B1-A_approval_form.md,PASSED,B1-A-DECISIONS 1.0.0选项A已批准
ALGO-011,AC-ALGO-011-02,非占位生产实现,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,legacy-v1三个seed及deal golden零变化；v2按Locked拼接bytes产生固定master/stream seed,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-03,稳定代码入口,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,"derive_named_seed(game_id,versions,stream,coordinate)正常返回注册流；未知流=STREAM_UNKNOWN且result=null",planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-04,生产调用方,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,create_dealt_game旧链及新回放/worker链E4均记录所选algorithm_version来源和命名流调用点,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-05,参数/版本绑定,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,SeedTrace七个Frozen字段类型准确；版本缺失/未知分别按批准规则或RNG_VERSION_UNKNOWN处理,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-06,原子状态或纯函数,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,派生函数不写全局/cache index；非法ID/version/stream/index前后可观察映射完全相同,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-07,直接测试,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,直接测试断言domain、长度前缀、id bytes、versions、master bytes、name bytes、rng version和uint64结果,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-08,边界/异常测试,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,1/256字节ID、空/257字节/null、uint16/uint64边界、重复/未知流及Unicode名称均有准确输出/错误,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-09,生产集成测试,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,真实deal保持旧wall/hands/dice；真实replay按持久化版本选择；worker乱序仍按逻辑坐标取得同值,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-10,E4运行证据,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,真实deal/replay/worker E4含game_id_hash、versions、algorithm、master_hash、stream_names和seed_hashes,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-11,全链追溯,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,每个SEM-ALGO-011行映射到game_id符号、legacy/v2/concurrency/visibility测试和真实E4 artifact SHA-256,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-12,性能,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,固定ID长度/流数量/worker数记录P50/P95/P99及环境；规格无阈值，因此只登记基线,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-13,信息隔离,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,策略序列化无master_seed、原始stream/index/seed_hash；完整SeedTrace仅引擎/受限trainer/audit可达,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
ALGO-011,AC-ALGO-011-14,确定性/复现,SEM-ALGO-011-01|SEM-ALGO-011-02|SEM-ALGO-011-03|SEM-ALGO-011-04|SEM-ALGO-011-05|SEM-ALGO-011-06|SEM-ALGO-011-07|SEM-ALGO-011-08,TEST-ALGO-011-01|TEST-ALGO-011-02|TEST-ALGO-011-03|TEST-ALGO-011-04|TEST-ALGO-011-05,EVIDENCE-ALGO-011-01|EVIDENCE-ALGO-011-02,同逻辑坐标100次/跨进程相同；100种worker调度、重试、取消排列不改变各坐标输出,planned current-run artifact,PLANNED,等待规格门禁后实现/执行
