parameter_id,parameter_name,scope,data_type_and_range,lifecycle_or_update,visibility,authoritative_source,source_section,source_sha256,consumer_unit_ids,boundary_test_ids,authority_note
GP-011,番型目录,match_global,番型数组；番型数量1—128；每个番型ID长度1—64字符且唯一；启用状态为布尔值；成立条件必须能由公开规则和手牌状态确定。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-012,番型关系,match_global,关系矩阵；任意番型对关系取`compatible`、`exclusive`、`contains`或`independent`；矩阵规模与[GP-011](#gp-011)一致；关系不得循环矛盾。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-013,番数和封顶配置,match_global,"整数结构体；单番值0—64；基础分1—1,000,000；封顶番0—64，0表示不按番封顶；单次结算绝对值不得超过1,000,000,000；封顶外杠分开关为布尔值。",整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-014,自摸结算配置,match_global,"枚举和整数；自摸模式为`add_base`、`add_fan`、`fixed_bonus`或`none`；附加番0—16；固定奖励0—1,000,000；支付范围为`all_active_opponents`或平台指定集合。",整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-013-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-015,杠分配置,match_global,"整数和枚举；明杠、暗杠、补杠单位分各为0—1,000,000；支付方式为`discarder_only`、`all_active_opponents`或`custom`；结算时点为`immediate`或`round_end`。",整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-013-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-016,呼叫转移配置,match_global,布尔和枚举；`enabled`为布尔值；转移范围为`latest_gang_only`、`all_related_gang_score`或`custom`；一炮多响方式为`copy_to_each_winner`、`split`或`custom`。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-013-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-017,查花猪配置,match_global,"布尔和整数；`enabled`为布尔值；花猪赔付番0—64或固定分0—1,000,000；支付对象为`all_non_hu_non_huazhu`、`all_eligible`或`custom`。",整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-013-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-018,查大叫配置,match_global,布尔和枚举；`enabled`为布尔值；死叫处理为`valid`或`invalid`；估值方式为`actual_live_wait`、`maximum_possible_fan`或`custom`；赔付上限服从[GP-013](#gp-013)。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-013-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-019,退税配置,match_global,布尔和枚举；`enabled`为布尔值；退回范围为`all_gang_income`、`untransferred_gang_income`、`selected_events`或`custom`；退回额不能超过对应已入账额。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-013-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-020,庄家配置,match_global,"枚举和整数；定庄方式为`dice`、`rotate`、`winner`或`custom`；庄家加番0—16；庄家固定加分0—1,000,000；连庄次数0—10000，0表示不连庄。",整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-013|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-011-B01|T-HEUR-013-B01|T-HEUR-015-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-002-B01|T-RULE-003-B01|T-RULE-004-B01|T-RULE-005-B01|T-RULE-006-B01|T-RULE-007-B01|T-RULE-008-B01|T-RULE-009-B01|T-RULE-010-B01|T-RULE-011-B01|T-RULE-012-B01|T-RULE-013-B01|T-RULE-014-B01|T-RULE-015-B01|T-SCORE-001-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-003-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01|T-TRAIN-002-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-021,信息可见性配置,match_global,可见性开关集合；每个信息项取`hidden`、`public_exact`或`public_partial`；AI可见级别不得高于人类界面；部分可见项必须定义公开粒度。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|ALGO-010|AUDIT-001|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|HEUR-019|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-015|RULE-016|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-005|STATE-008|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-ALGO-010-B01|T-AUDIT-001-B01|T-AUDIT-002-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-015-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-015-B01|T-RULE-016-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-004-B01|T-STATE-005-B01|T-STATE-008-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-022,时间控制配置,match_global,时间结构体；出牌时限250—600000毫秒；响应时限250—600000毫秒；表现延迟0—时限的80%；超时动作为`auto_pass`、`auto_hu`、`safe_discard`或平台合法默认值。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-003-B01|T-HEUR-015-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-RULE-001-B01|T-RULE-015-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
GP-023,AI玩家基础档案,match_global,AI档案结构体；水平为`novice`、`normal`、`skilled`、`expert`；风格为`conservative`、`balanced`、`aggressive`；所有连续特征取0—1；四名玩家档案数量固定4。,整场创建时加载、校验并冻结；仅新match/规则版本可变,配置/权威私有；仅经GP-021和PlayerView白名单公开,成都麻将AI人类化决策规则_v1.md,§17.2+§18.3,6cbb4d4465abfd947b6cf7f1783db99408089d4e1646849a3afe674114267992,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-007|ALGO-008|ALGO-009|AUDIT-002|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-001|HEUR-003|HEUR-004|HEUR-005|HEUR-012|HEUR-015|HEUR-019|HEUR-020|HEUR-021|HEUR-022|HEUR-023|MODEL-001|MODEL-002|MODEL-003|RULE-001|RULE-007|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-009|STATE-010,T-ALGO-001-B01|T-ALGO-003-B01|T-ALGO-004-B01|T-ALGO-005-B01|T-ALGO-006-B01|T-ALGO-007-B01|T-ALGO-008-B01|T-ALGO-009-B01|T-AUDIT-002-B01|T-AUDIT-004-B01|T-AUDIT-005-B01|T-AUDIT-008-B01|T-AUDIT-010-B01|T-AUDIT-011-B01|T-AUDIT-013-B01|T-HEUR-001-B01|T-HEUR-003-B01|T-HEUR-004-B01|T-HEUR-005-B01|T-HEUR-012-B01|T-HEUR-015-B01|T-HEUR-019-B01|T-HEUR-020-B01|T-HEUR-021-B01|T-HEUR-022-B01|T-HEUR-023-B01|T-MODEL-001-B01|T-MODEL-002-B01|T-MODEL-003-B01|T-RULE-001-B01|T-RULE-007-B01|T-RULE-015-B01|T-SCORE-002-B01|T-SCORE-003-B01|T-SCORE-004-B01|T-SCORE-005-B01|T-SCORE-006-B01|T-STATE-001-B01|T-STATE-004-B01|T-STATE-008-B01|T-STATE-009-B01|T-STATE-010-B01,索引锁定来源；冲突时源文件及Approved单元规格优先，本表不得覆盖公式
