path,classification,sha256,byte_size,source_task,related_units,evidence_reference,generated_at,included_in_checkpoint
docs/spec-v3/03-unit-specs/deterministic_rule_state_specs.md,INCLUDE_APPROVED_DESIGN,f32b8444ae12cc0ae651bf88ce2e477b85e510c34e2309bb8bd9450e856f039e,159862,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/03-unit-specs/human_heuristic_specs.md,INCLUDE_APPROVED_DESIGN,16ef9b5c10e3ad2022d875adb9f3be02beebb1da5aaf71858028f913d7ea4114,108033,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/03-unit-specs/pilot_unit_contracts_3_0_3.md,INCLUDE_APPROVED_DESIGN,84c4be47c10d42cfd30f401bd2d58e39ea81dce8a47d66d9aaafefc7864103a0,6343,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/03-unit-specs/probabilistic_model_specs.md,INCLUDE_APPROVED_DESIGN,29a49fe6390d22c4220cfadb8d10600c15bfa0060b811e710acc92447db1d700,26023,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/03-unit-specs/training_environment_specs.md,INCLUDE_APPROVED_DESIGN,206b0ea5c315e59fe142487adf32afe09501ded4e34abf9a7dbbb59feec6d4e1,49413,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/06-audit-acceptance/acceptance_checklist.md,INCLUDE_APPROVED_DESIGN,7263891458b54fca5a399be99218745e62e633c89d4181a5a769a4f498a74325,367667,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/06-audit-acceptance/audit_report_template.md,INCLUDE_APPROVED_DESIGN,dbf9e3a7cc4bd236bd431ad94effdd214923dddf758ab948110e60b87fd56125,4517,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/06-audit-acceptance/audit_standard.md,INCLUDE_APPROVED_DESIGN,fa222690d2c6dcee57e73f4c1a9d9dcba7ac9116453a2d060f6f65f6e4938162,11956,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/06-audit-acceptance/evidence_template.md,INCLUDE_APPROVED_DESIGN,288d512ab1ebdcefeefc8ae71c1f918aa32d86de374287073172fd7673a37bbc,6007,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/07-traceability/parameter_registry.csv,INCLUDE_APPROVED_DESIGN,2b1720df6a507a0944efd840c4516b5bf53120982b741e43a83d168d07ae5a66,93829,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/07-traceability/rule_parameter_unit_matrix.csv,INCLUDE_APPROVED_DESIGN,e38373679363419cf50e5e568733b745ccee37b78ef489903d6a7b923b89ea35,46940,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/B1-B_defects.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,abb61acc49e9770bb9b721772a72a11a33235530d8f077d8bee7fe4dfdddf6d4,67,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/B1-B_final_independent_audit_report.md,INCLUDE_REQUIRED_PROJECT_HISTORY,cd0b814aff8440be290bf9ef8e4baea10e06b1abef57144b7d8fdbfddd9ac7d8,4683,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/B1-B_independent_audit_report.md,INCLUDE_REQUIRED_PROJECT_HISTORY,595bef42bb76f92b1fb883a1705e5a490b5cf3662ecfc936d7daed8f665d69de,1854,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/B1-B_test_results.md,INCLUDE_REQUIRED_PROJECT_HISTORY,4c686ba569a29abee5c27c8a8586a7880a173bf65db513499d2b252ea6657eac,2744,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/B1-B_test_results_final.md,INCLUDE_AUDITED_RESULT,df8044c8d301794c8d0955a18819235c12220aad9eb712b5a656d35ab753dbaf,1094,B1-B,,B1-B_evidence_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/B1-B_unit_results.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,f7061c9d2fc355716ce8ae870910c8de8d99c522a9c788c45e7fc1fc1a21d652,296,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task17_96_unit_audit_clarification.md,INCLUDE_REQUIRED_PROJECT_HISTORY,5d00945f4b3aa09505b0cfee2b4879683af75411c313a6f83da2ec257aced0cf,8533,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task17_full_junit.xml,INCLUDE_REQUIRED_PROJECT_HISTORY,15fd5dd19b4dd54af9ae2cc05467609d965509f04f4f3bf5efcd34c7c9440961,42780,TASK15-19/MODEL001,TASK15-17,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_b1a_audit_status_delta.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,d9d654d97bf7f5b32b0685d69a62dd6a3c1c179dcfd2c9254d18802910b50364,913,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_b1b_acceptance_audit.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,73234bf17bd3d322ce249610644683106bc5b216adf9b866ecd7851a891ccaa0,6511,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_b1b_audit_findings.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,3356ac73cb3a641858deb2621920b0e63f0d08552d6e853dd584e5721c5cb135,2444,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_b1b_audit_status_delta.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,207e818c05c33a667c3f47b87c52ea10d72e123512a13997134cec9149b1f08a,346,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_b1b_audit_status_delta_final.csv,INCLUDE_AUDITED_RESULT,7e8893919122043d34634ce90233ef3d0f8d5b935d803a343e1398d2549f8766,656,B1-B,,B1-B_evidence_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_b1b_independent_audit_report.md,INCLUDE_REQUIRED_PROJECT_HISTORY,b48eb0f9dbdf44e9a205d54265c53de2d7bbc132694281f4435311eff46adfd2,1964,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_current_96_unit_status.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,3dc5f4fb9df5841d02c95f7a9944f18015d26e2a027f03f5b27e64a4cc72c4ea,10563,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_current_96_unit_status.json,INCLUDE_REQUIRED_PROJECT_HISTORY,79f3308f9acd0232cdfad3a304a032ae1e4fb160fc5c57f48ad7eec5f78aae58,1432,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_current_96_unit_status_summary.md,INCLUDE_REQUIRED_PROJECT_HISTORY,41a169167c677fe565f68b030c2211dbb4ee4b1bd9478066c16ed6bb8a84f643,962,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/task18_current_status_view.json,INCLUDE_REQUIRED_PROJECT_HISTORY,7da0c81dc55ef1eda886e2d8d2f776357ee4ba57f01a3fd5739174143056c4f5,1531,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/unit_catalog_v3.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,80b56efa2a3a19b79bccd13ba8719a391cab9f178ec0987b74f529a2e18ad3e4,48016,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/unit_dependency_graph.md,INCLUDE_REQUIRED_PROJECT_HISTORY,b6cefd68fea3413583970a967a6048118c06102eda5b67ae9a34616c350be280,8818,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/unit_gap_matrix_v3.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,507dc8755cbadc3a21943f92b2e40c328fcab7e8e0b43e94f8be979f1cfc7d43,263827,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/unit_rebaseline_report.md,INCLUDE_REQUIRED_PROJECT_HISTORY,0b7338aab44dc88992a19721ae5d9a23a07889a145e4039953572eb255525604,5509,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/audit/unit_rebaseline_summary.json,INCLUDE_REQUIRED_PROJECT_HISTORY,980bc913a0a3660af7012e84c9bfcfaeff20d91c5bee8fc072b5481ef7661243,5854,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/contracts/common_contracts.md,INCLUDE_APPROVED_DESIGN,fe819c81beb1d092680eee96cdf72e2bda69794ffeba61e66a6a23ac968c6ae2,7951,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/contracts/data_visibility_contract.md,INCLUDE_APPROVED_DESIGN,40c1a0a397b901bef7214fef7791b9122110a44bf5ae928dbc5f50b91478d6c5,2167,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/contracts/model001_sim_label_contract.md,INCLUDE_APPROVED_DESIGN,dddba46ecb2f2ae228083af55de4e3208f8fa08baa2df60a31afb1c9786a4085,1789,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/contracts/schemas/common_contracts.schema.json,INCLUDE_APPROVED_DESIGN,16312edd709bc22c09e72b4e44afc74e554171fa4fb8068369b68f4cacf15943,5859,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/contracts/schemas/decision.schema.json,INCLUDE_APPROVED_DESIGN,8a83bc95d6ba4e13b3a340bc396b1b119e11a05b12ceef5dd290bdede2acf993,1220,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/contracts/schemas/fixture.schema.json,INCLUDE_APPROVED_DESIGN,3a510b8026db48c4451744c9e4b61483f4add77ad39d50c99b498b9f98c7e1ee,1469,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/contracts/versioning_policy.md,INCLUDE_APPROVED_DESIGN,b11c8a1e1684e0675998d99e602310690ac2203ae7c252c6e9c03cfa7cdfbe09,1786,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_approval_form.md,INCLUDE_APPROVED_DESIGN,ced62a300846a81604bdefee3a3f55019a316578100678b9bb460f35622903d3,1990,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_authority_correction.md,INCLUDE_APPROVED_DESIGN,2f3c540053cdada932ac2aaf949c72a7da1be3d657f44fb734c4530de5bf2f44,1544,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_contract_v2_approval_form.md,INCLUDE_APPROVED_DESIGN,90de30501ba105efb19bfc3e36042147783e86d3320b83782cc28edeb1429b96,614,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_contract_v2_change_proposal.md,INCLUDE_APPROVED_DESIGN,327392ddce0ea4f36553f8d8016a36fe6419bce00a29c4b94f996b051269a213,2340,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_decimal_scale_registry.csv,INCLUDE_APPROVED_DESIGN,84cc1909dd4c0514f1c603805955efa7d119049492ab9993bd64d587e979a45d,399,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_decision_matrix.csv,INCLUDE_APPROVED_DESIGN,56b7df028d9191d70d47f6081b16da3ec501096e2e33b1d62f691762a897221d,17218,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_decision_pack.md,INCLUDE_APPROVED_DESIGN,6bb5e8841e4b103b253dbb47c0995a39bb672524c24cc000ed1c2d0a5943537b,21561,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_effective_spec_overlay.md,INCLUDE_APPROVED_DESIGN,02523f20a3062a7a5fcfac6dfc143e3233b72215e137b69b2b2c263212cbe81a,710,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_executable_golden_vectors.json,INCLUDE_APPROVED_DESIGN,a857cbfd90aa334c5995f171483af6ad29743b0b9afbd457b63194b3e965a7a7,24477,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_frozen_contract_v2_approval.md,INCLUDE_APPROVED_DESIGN,2789747c5ac424e49d7bae9efe21548e9558a5f454133989be5d5596e57a9d9b,769,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_frozen_contract_v2_matrix.csv,INCLUDE_APPROVED_DESIGN,ed4de851d9fc1c28c31d72e35b4bf42ac1ff8c6dd0b6ed4e121e169deef82a95,2683,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_frozen_contract_v2_proposal.md,INCLUDE_APPROVED_DESIGN,02c2e7d3950201b1791f3debfb41cf5c63169c565e5484b63c6a569e115ff320,5285,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_golden_vector_review.csv,INCLUDE_APPROVED_DESIGN,6c8c73cc095a3b121a661caf0c43eeb88191e176a0d8cc4b2d1eef567d693e6c,3594,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_golden_vectors.json,INCLUDE_APPROVED_DESIGN,2ffb7ab476f3c8a3248bfb167822bc4642f3f28a454b8511713b5f3d3c4eb4fa,8859,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_hash_wording_findings.md,INCLUDE_APPROVED_DESIGN,ebf42aa16f8359272f23341de978b8379610270b145231b2c86d43de7b647108,2323,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_migration_edges.csv,INCLUDE_APPROVED_DESIGN,c60c05a18fa0fd89ad432cf66136b4f1347f7fa258ad3ed398e4a34462cbbb25,777,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-A_version_matrix.csv,INCLUDE_APPROVED_DESIGN,c943a63dffa533f9428860d8d00379742024f759f486d2388de27f1d8cecf989,809,SPEC-V3/TASK16/B1-A/B1-B,,Locked/Frozen authority chain,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/B1-B_STATE004_authority_adapter_decision.md,INCLUDE_REQUIRED_PROJECT_HISTORY,bd4edece137ec0ca71213d17a25aadc1a735079b5823dccf50d00351238be350,3032,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/MODEL-001_sim_label_approval_form.md,INCLUDE_REQUIRED_MODEL001_BASELINE,5f54c739b26136cf7851f8180c931e96ce1b75e916bd521ff0238073de20c948,654,TASK15-19/MODEL001,MODEL-001,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/MODEL-001_sim_label_decision_pack.md,INCLUDE_REQUIRED_MODEL001_BASELINE,a63d34d658d18a55fada10a32004aa0df3c4d24582675f22d74efe9af182054e,2609,TASK15-19/MODEL001,MODEL-001,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/MODEL-001_sim_label_examples.json,INCLUDE_REQUIRED_MODEL001_BASELINE,154bdc3b0eace803fdfdf48e895f51e96c42a79b71ca5f01f1b7ad84fe17bbe7,1339,TASK15-19/MODEL001,MODEL-001,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/decisions/STATE-011_legacy_deal_golden_approval.md,INCLUDE_REQUIRED_PROJECT_HISTORY,6312780368b3c77024116a27bdfe3d511e1a003ee023fc71b915c692486dfbdf,883,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1a/B1-A_E5_manifest.json,INCLUDE_REQUIRED_PROJECT_HISTORY,75c6d7d6d233b7b3f4083d663e3caa1a4811111bedc3f0afdd2ee43358292b11,994,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1a/B1-A_evidence_manifest.json,INCLUDE_REQUIRED_PROJECT_HISTORY,57edd1e41cf28652304c6f4e185474ba338b3629d0e396881cc6a5ac888e9ec1,418,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1a/B1-A_golden_execution.json,INCLUDE_REQUIRED_PROJECT_HISTORY,712816cbc918b5d8396fd4d60ea9e8f3d3193dc2dbb187eadcbd19eea7c9a642,3307,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1a/B1-A_performance_baseline.json,INCLUDE_REQUIRED_PROJECT_HISTORY,30485b2d3c10152559b8daaea1ac7556faebdb303e0fd1c0f58e6c86deba9ab2,738,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1a/B1-A_runtime_evidence.json,INCLUDE_AUDITED_RESULT,6c51731812e6e1f49419260a13ed3b859ab1b123c6beb1dfefecf9496bdcd393,10148,B1-A,,B1-A_evidence_manifest.json,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1b/B1-B_E4_runtime.json,INCLUDE_REQUIRED_PROJECT_HISTORY,9c06c00d4edab1910fa2658fd6574e484f530e2a9507b83f3a763ecc800147ef,2086,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1b/B1-B_E5_trace.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,ecf739eb92521d856d90e7efd75fa30718a1dfdbcc29ff33bdd07390ef5eda0d,1212,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1b_independent/B1-B_AC_results.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,36466150179497628046eebd4d9f0f8a5be729f574aadbbf4342190fbbd6fc4e,3607,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1b_independent/B1-B_AC_results_final.csv,INCLUDE_AUDITED_RESULT,077ef16daa7ad3561f2761c55069555f83f4698d48d42e316e1d12eabaaf0f54,3650,B1-B,,B1-B_evidence_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1b_independent/B1-B_E5_trace.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,ecabc780baa964ecda9a5a27d29bd41556114e4916a2ad9657b916a897fede49,7234,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1b_independent/B1-B_E5_trace_final.csv,INCLUDE_AUDITED_RESULT,9705f21bee8cd7f2631a73c6290413235f9a1a722c39f27bda674aea334ff6a8,10241,B1-B,,B1-B_evidence_manifest.csv,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1b_independent/B1-B_evidence_manifest.csv,INCLUDE_REQUIRED_PROJECT_HISTORY,5d445813f54035cc883e5449d3accd6a473071f5112921cd86bcdbf48f68871d,1081,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/evidence/task18b_b1b_independent/B1-B_evidence_validation.json,INCLUDE_REQUIRED_PROJECT_HISTORY,a74c38aee972a8894b5f1ba53f60caccadeb80f81d9937849598fa9d17a38649,886,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
docs/spec-v3/plans/B1-B_completion_and_queue_refresh.md,INCLUDE_REQUIRED_PROJECT_HISTORY,5f098d78e954b9792b88a89cbfbfc9e5490f857168da1a87184574c7a40a822a,864,TASK15-19/MODEL001,TASK18_HISTORY,docs/spec-v3/task19/checkpoint/task19_checkpoint_final_review.md,2026-07-30T23:00:30+08:00,true
