unit_id,ac_id,result,objective_oracle,evidence,finding
ALGO-009,AC-ALGO-009-05,PASS,输出formula_version/baseline_version/schema_before_after/config_hash；未知组合=SCHEMA_VERSION_UNSUPPORTED,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-06,PASS,解析、每条迁移、default、交叉约束和hash阶段逐点失败时文件bytes及active config hash均不变,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-07,PASS,直接测试断言解析→版本→迁移→默认→类型范围→交叉→未知→hash的阶段序列和最终bytes,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-08,PASS,missing/null/false/0/empty、NaN/Inf、NFC/NFD、非BMP、2^53±1、-0、指数及未知/废弃键均有golden,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-09,PASS,真实settings保存后重新load所得normalized config和hash相等；失败时按批准fallback语义保留或拒绝,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-10,PASS,真实settings链E4记录source_hash、schema_before_after、migration_steps、defaults、errors和canonical_hash,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-11,PASS,每个SEM-ALGO-009行映射到validation/migration/canonical符号、字节golden、E4 artifact及SHA-256,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-12,PASS,1MB输入从parse到freeze在规定环境单次≤50ms，并报告样本数、预热、P50/P95/P99及最大值,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-13,PASS,配置原文/私有参数不进入策略或普通日志；策略只取得批准字段与config_hash，投毒不改变公开投影,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-009,AC-ALGO-009-14,PASS,键序/空白不同但语义等价输入100次和跨进程canonical bytes/hash完全相同；迁移二次执行字节不变,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-01,PASS,RNG版本选择与逻辑坐标两项决策Approved，明确旧缺版本、新录制、新回放和重试规则,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-02,PASS,legacy-v1三个seed及deal golden零变化；v2按Locked拼接bytes产生固定master/stream seed,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-03,PASS,"derive_named_seed(game_id,versions,stream,coordinate)正常返回注册流；未知流=STREAM_UNKNOWN且result=null",tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-04,PASS,create_dealt_game旧链及新回放/worker链E4均记录所选algorithm_version来源和命名流调用点,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-05,PASS,SeedTrace七个Frozen字段类型准确；版本缺失/未知分别按批准规则或RNG_VERSION_UNKNOWN处理,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-06,PASS,派生函数不写全局/cache index；非法ID/version/stream/index前后可观察映射完全相同,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-07,PASS,直接测试断言domain、长度前缀、id bytes、versions、master bytes、name bytes、rng version和uint64结果,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-08,PASS,1/256字节ID、空/257字节/null、uint16/uint64边界、重复/未知流及Unicode名称均有准确输出/错误,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-09,PASS,真实deal保持旧wall/hands/dice；真实replay按持久化版本选择；worker乱序仍按逻辑坐标取得同值,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-10,PASS,真实deal/replay/worker E4含game_id_hash、versions、algorithm、master_hash、stream_names和seed_hashes,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-11,PASS,每个SEM-ALGO-011行映射到game_id符号、legacy/v2/concurrency/visibility测试和真实E4 artifact SHA-256,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-12,PASS,固定ID长度/流数量/worker数记录P50/P95/P99及环境；规格无阈值，因此只登记基线,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-13,PASS,策略序列化无master_seed、原始stream/index/seed_hash；完整SeedTrace仅引擎/受限trainer/audit可达,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
ALGO-011,AC-ALGO-011-14,PASS,同逻辑坐标100次/跨进程相同；100种worker调度、重试、取消排列不改变各坐标输出,tests/spec_v3/test_b1a_*.py; evidence/task18b_b1a/B1-A_runtime_evidence.json; B1-A_golden_execution.json,oracle satisfied by current implementation/evidence
